Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
demitableful,prss,,de,mit,able,ful,12,detimableful,,ed,tim,elba,luf,,damitableful,demotableful,demitobleful,demitablefil,,1,1,0,1,,idtimelbaluf,edtirelbaluf,edtimelboluf,edtimelbalaf,,0,2,3,1
detitegableful,prss,,de,titeg,able,ful,14,degetitableful,,ed,getit,elba,luf,,hetitegableful,desitegableful,detitegibleful,detitegablefel,,0,0,0,1,,eggetitelbaluf,edhetitelbaluf,edgetitelbeluf,edgetitelbaruf,,1,0,3,0
unhodeioner,prss,,un,hode,ion,er,11,unedohioner,,nu,edoh,noi,re,,onhodeioner,untodeioner,unhodeiorer,unhodeionur,,0,0,2,0,,muedohnoire,nuevohnoire,nuedohneire,nuedohnoiru,,0,1,1,1
inulpoableful,prss,,in,ulpo,able,ful,13,inopluableful,,ni,oplu,elba,luf,,anulpoableful,inalpoableful,inulpoadleful,inulpoablefum,,0,0,1,2,,neopluelbaluf,niapluelbaluf,niopluerbaluf,niopluelbalus,,1,0,1,2
pretitegerion,prss,,pre,titeg,er,ion,13,pregetiterion,,erp,getit,re,noi,,vretitegerion,pretihegerion,pretitegemion,pretitegerien,,0,2,1,1,,ercgetitrenoi,erpgatitrenoi,erpgetityenoi,erpgetitrenei,,2,1,0,1
dererhableful,prss,,de,rerh,able,ful,13,dehrerableful,,ed,hrer,elba,luf,,sererhableful,demerhableful,dererhatleful,dererhablesul,,0,0,1,0,,idhrerelbaluf,edtrerelbaluf,edhrerelfaluf,edhrerelbaluh,,0,0,2,2
prebalableful,prss,,pre,bal,able,ful,13,prelabableful,,erp,lab,elba,luf,,trebalableful,pregalableful,prebalabreful,prebalablefur,,0,0,2,2,,emplabelbaluf,erpyabelbaluf,erplabelpaluf,erplabelbamuf,,1,0,2,0
uneysioner,prss,,un,eys,ion,er,10,unsyeioner,,nu,sye,noi,re,,eneysioner,uneydioner,uneysianer,uneysionem,,0,2,1,1,,wusyenoire,nusmenoire,nusyenoere,nusyenoime,,0,1,2,0
unmitioner,prss,,un,mit,ion,er,10,untimioner,,nu,tim,noi,re,,uymitioner,unmigioner,unmitiower,unmitionar,,1,2,2,0,,nitimnoire,nutiwnoire,nutimniire,nutimnoime,,1,2,1,0
pretitegioner,prss,,pre,titeg,ion,er,13,pregetitioner,,erp,getit,noi,re,,sretitegioner,precitegioner,pretitegioyer,pretitegionem,,0,0,2,1,,eypgetitnoire,erpgetetnoire,erpgetitneire,erpgetitnoime,,1,3,1,0
inmitfulable,prss,,in,mit,ful,able,12,intimfulable,,ni,tim,luf,elba,,onmitfulable,inmipfulable,inmitgulable,inmitfulabme,,0,2,0,2,,netimlufelba,nicimlufelba,nitimwufelba,nitimlufilba,,1,0,0,0
unmitfulable,prss,,un,mit,ful,able,12,untimfulable,,nu,tim,luf,elba,,onmitfulable,unlitfulable,unmitfolable,unmitfulabli,,0,0,1,3,,netimlufelba,nutomlufelba,nutimlafelba,nutimlufilba,,1,1,1,0
deabepableful,prss,,de,abep,able,ful,13,depebaableful,,ed,peba,elba,luf,,doabepableful,deabipableful,deabepebleful,deabepablefel,,1,2,0,1,,evpebaelbaluf,edtebaelbaluf,edpebaenbaluf,edpebaelbalef,,1,0,1,1
demiterion,prss,,de,mit,er,ion,10,detimerion,,ed,tim,re,noi,,hemiterion,demiperion,demitelion,demiteriol,,0,2,1,2,,odtimrenoi,edtiwrenoi,edtimlenoi,edtimrenoa,,0,2,0,2
dererhableful,prss,,de,rerh,able,ful,13,dehrerableful,,ed,hrer,elba,luf,,darerhableful,demerhableful,dererhabliful,dererhablefel,,1,0,3,1,,adhrerelbaluf,edhremelbaluf,edhrerelbeluf,edhrerelbaluk,,0,3,3,2
unepaerion,prss,,un,epa,er,ion,10,unapeerion,,nu,ape,re,noi,,enepaerion,unetaerion,unepaewion,unepaeriom,,0,1,1,2,,ruaperenoi,nuaserenoi,nuaperanoi,nuaperenii,,0,1,1,1
untitegerion,prss,,un,titeg,er,ion,12,ungetiterion,,nu,getit,re,noi,,ontitegerion,untotegerion,untitegemion,untitegerien,,0,1,1,1,,lugetitrenoi,nugetiprenoi,nugetitmenoi,nugetitreroi,,0,4,0,0
unabepableful,prss,,un,abep,able,ful,13,unpebaableful,,nu,peba,elba,luf,,enabepableful,unobepableful,unabepabreful,unabepablefur,,0,0,2,2,,nepebaelbaluf,nudebaelbaluf,nupebaelhaluf,nupebaelbalef,,1,0,2,1
deabeperion,prss,,de,abep,er,ion,11,depebaerion,,ed,peba,re,noi,,diabeperion,deabeserion,deabeparion,deabeperien,,1,3,0,1,,adpebarenoi,edsebarenoi,edpebamenoi,edpebareloi,,0,0,0,0
inrerhfulable,prss,,in,rerh,ful,able,13,inhrerfulable,,ni,hrer,luf,elba,,anrerhfulable,inrewhfulable,inrerhfuwable,inrerhfulabli,,0,2,2,3,,lihrerlufelba,nihrirlufelba,nihrerlupelba,nihrerlufelda,,0,2,2,2
inepafulable,prss,,in,epa,ful,able,12,inapefulable,,ni,ape,luf,elba,,iyepafulable,inetafulable,inepafolable,inepafulabla,,1,1,1,3,,nuapelufelba,niapilufelba,niapelucelba,niapeluferba,,1,2,2,1
premitableful,prss,,pre,mit,able,ful,13,pretimableful,,erp,tim,elba,luf,,primitableful,prematableful,premitaxleful,premitabletul,,2,1,1,0,,erttimelbaluf,erptomelbaluf,erptimelbeluf,erptimelbalut,,2,1,3,2
dererhioner,prss,,de,rerh,ion,er,11,dehrerioner,,ed,hrer,noi,re,,pererhioner,derelhioner,dererhiomer,dererhionar,,0,2,2,0,,ephrernoire,edhrornoire,edhreryoire,edhrernoine,,1,2,0,0
inmitableful,prss,,in,mit,able,ful,12,intimableful,,ni,tim,elba,luf,,irmitableful,inmisableful,inmitobleful,inmitablefel,,1,2,0,1,,ritimelbaluf,nifimelbaluf,nitimeybaluf,nitimelbalef,,0,0,1,1
pretitegfulable,prss,,pre,titeg,ful,able,15,pregetitfulable,,erp,getit,luf,elba,,protitegfulable,pretitagfulable,pretitegfolable,pretitegfuloble,,2,3,1,0,,orpgetitlufelba,erpgesitlufelba,erpgetitlefelba,erpgetitlufelbe,,0,2,1,3
inhodeioner,prss,,in,hode,ion,er,11,inedohioner,,ni,edoh,noi,re,,enhodeioner,inhoheioner,inhodeooner,inhodeionew,,0,2,0,1,,needohnoire,niedotnoire,niedohnoare,niedohnoira,,1,3,2,1
unulpoerion,prss,,un,ulpo,er,ion,11,unopluerion,,nu,oplu,re,noi,,inulpoerion,unelpoerion,unulpoarion,unulpoeriol,,0,0,0,2,,nioplurenoi,nueplurenoi,nuopluronoi,nuopluremoi,,1,0,1,0
unhodefulable,prss,,un,hode,ful,able,13,unedohfulable,,nu,edoh,luf,elba,,inhodefulable,unhotefulable,unhodefumable,unhodefulablo,,0,2,2,3,,ruedohlufelba,nuetohlufelba,nuedohlutelba,nuedohlufalba,,0,1,2,0
unabepfulable,prss,,un,abep,ful,able,13,unpebafulable,,nu,peba,luf,elba,,umabepfulable,unibepfulable,unabeptulable,unabepfulabme,,1,0,0,2,,rupebalufelba,nupebelufelba,nupebalifelba,nupebalufelsa,,0,3,1,2
deulpoioner,prss,,de,ulpo,ion,er,11,deopluioner,,ed,oplu,noi,re,,heulpoioner,deuldoioner,deulpoiiner,deulpoionel,,0,2,1,1,,adoplunoire,edopmunoire,edoplunoore,edoplunoira,,0,2,2,1
dehodeableful,prss,,de,hode,able,ful,13,deedohableful,,ed,edoh,elba,luf,,dohodeableful,dehedeableful,dehodeebleful,dehodeablehul,,1,1,0,0,,idedohelbaluf,ededehelbaluf,ededohembaluf,ededohelbayuf,,0,2,1,0
unulpoioner,prss,,un,ulpo,ion,er,11,unopluioner,,nu,oplu,noi,re,,onulpoioner,unumpoioner,unulpoeoner,unulpoionel,,0,1,0,1,,naoplunoire,nuoclunoire,nuopluwoire,nuoplunoiro,,1,1,0,1
debalableful,prss,,de,bal,able,ful,12,delabableful,,ed,lab,elba,luf,,pebalableful,debelableful,debalabloful,debalablefal,,0,1,3,1,,eslabelbaluf,edlacelbaluf,edlabelkaluf,edlabelbaruf,,1,2,2,0
prererhioner,prss,,pre,rerh,ion,er,12,prehrerioner,,erp,hrer,noi,re,,srererhioner,prerelhioner,prererhiener,prererhionar,,0,2,1,0,,erdhrernoire,erphyernoire,erphrermoire,erphrernoime,,2,1,0,0
intitegableful,prss,,in,titeg,able,ful,14,ingetitableful,,ni,getit,elba,luf,,imtitegableful,intihegableful,intitegabreful,intitegablefun,,1,2,2,2,,negetitelbaluf,nigetiselbaluf,nigetitelbeluf,nigetitelbalif,,1,4,3,1
presidioner,prss,,pre,sid,ion,er,11,predisioner,,erp,dis,noi,re,,hresidioner,presedioner,presidooner,presidionur,,0,1,0,0,,irpdisnoire,erpdesnoire,erpdismoire,erpdisnoine,,0,1,0,0
preulpoerion,prss,,pre,ulpo,er,ion,12,preopluerion,,erp,oplu,re,noi,,treulpoerion,preumpoerion,preulpoemion,preulpoerian,,0,1,1,1,,ertoplurenoi,erpoplirenoi,erpopluranoi,erpoplureyoi,,2,3,1,0
inbalableful,prss,,in,bal,able,ful,12,inlabableful,,ni,lab,elba,luf,,imbalableful,intalableful,inbalablaful,inbalablefuw,,1,0,3,2,,nalabelbaluf,nilafelbaluf,nilabembaluf,nilabelbalut,,1,2,1,2
prererhfulable,prss,,pre,rerh,ful,able,14,prehrerfulable,,erp,hrer,luf,elba,,srererhfulable,prerurhfulable,prererhfurable,prererhfulabla,,0,1,2,3,,erthrerlufelba,erphyerlufelba,erphrerrufelba,erphrerlufelbe,,2,1,0,3
inabepioner,prss,,in,abep,ion,er,11,inpebaioner,,ni,peba,noi,re,,imabepioner,inabipioner,inabepaoner,inabepionen,,1,2,0,1,,ripebanoire,nipabanoire,nipebanoare,nipebanoiro,,0,1,2,1
untitegfulable,prss,,un,titeg,ful,able,14,ungetitfulable,,nu,getit,luf,elba,,antitegfulable,untidegfulable,untitegpulable,untitegfulatle,,0,2,0,1,,rugetitlufelba,nusetitlufelba,nugetitmufelba,nugetitlufelbu,,0,0,0,3
inmitioner,prss,,in,mit,ion,er,10,intimioner,,ni,tim,noi,re,,onmitioner,inmutioner,inmitiower,inmitionem,,0,1,2,1,,netimnoire,nitamnoire,nitimnoere,nitimnoine,,1,1,2,0
pretitegfulable,prss,,pre,titeg,ful,able,15,pregetitfulable,,erp,getit,luf,elba,,pwetitegfulable,prehitegfulable,pretitegfumable,pretitegfulabme,,1,0,2,2,,orpgetitlufelba,erpvetitlufelba,erpgetitluhelba,erpgetitluferba,,0,0,2,1
deulpoioner,prss,,de,ulpo,ion,er,11,deopluioner,,ed,oplu,noi,re,,ceulpoioner,deelpoioner,deulpoeoner,deulpoionem,,0,0,0,1,,etoplunoire,edeplunoire,edoplumoire,edoplunoira,,1,0,0,1
inepaerion,prss,,in,epa,er,ion,10,inapeerion,,ni,ape,re,noi,,onepaerion,inetaerion,inepaarion,inepaerioj,,0,1,0,2,,naaperenoi,niaherenoi,niaperanoi,niaperenou,,1,1,1,2
inmitfulable,prss,,in,mit,ful,able,12,intimfulable,,ni,tim,luf,elba,,irmitfulable,inritfulable,inmithulable,inmitfuleble,,1,0,0,0,,ritimlufelba,nitamlufelba,nitimrufelba,nitimluferba,,0,1,0,1
insidioner,prss,,in,sid,ion,er,10,indisioner,,ni,dis,noi,re,,imsidioner,insodioner,insidiower,insidionen,,1,1,2,1,,ridisnoire,niditnoire,nidisnoore,nidisnoime,,0,2,2,0
inulpofulable,prss,,in,ulpo,ful,able,13,inoplufulable,,ni,oplu,luf,elba,,onulpofulable,inulpefulable,inulpofilable,inulpofuleble,,0,3,1,0,,rioplulufelba,niotlulufelba,nioplulugelba,nioplulufelbe,,0,1,2,3
prehodeableful,prss,,pre,hode,able,ful,14,preedohableful,,erp,edoh,elba,luf,,prahodeableful,prehedeableful,prehodeabliful,prehodeablefum,,2,1,3,2,,arpedohelbaluf,erpetohelbaluf,erpedohalbaluf,erpedohelbaruf,,0,1,0,0
demitableful,prss,,de,mit,able,ful,12,detimableful,,ed,tim,elba,luf,,cemitableful,dematableful,demitacleful,demitablefuw,,0,1,1,2,,ectimelbaluf,edtirelbaluf,edtimelboluf,edtimelbamuf,,1,2,3,0
prererhableful,prss,,pre,rerh,able,ful,14,prehrerableful,,erp,hrer,elba,luf,,srererhableful,prelerhableful,prererhabneful,prererhablefal,,0,0,2,1,,irphrerelbaluf,erphrorelbaluf,erphrerembaluf,erphrerelbajuf,,0,2,1,0
dehodeableful,prss,,de,hode,able,ful,13,deedohableful,,ed,edoh,elba,luf,,duhodeableful,dehodoableful,dehodeablaful,dehodeablefal,,1,3,3,1,,adedohelbaluf,edepohelbaluf,ededohilbaluf,ededohelbaruf,,0,1,0,0
inbalerion,prss,,in,bal,er,ion,10,inlaberion,,ni,lab,re,noi,,iybalerion,inbanerion,inbalemion,inbalerien,,1,2,1,1,,yilabrenoi,niwabrenoi,nilablenoi,nilabrenii,,0,0,0,1
prehodeioner,prss,,pre,hode,ion,er,12,preedohioner,,erp,edoh,noi,re,,prohodeioner,prehodiioner,prehodeeoner,prehodeionor,,2,3,0,0,,urpedohnoire,erpeduhnoire,erpedohnoare,erpedohnoira,,0,2,2,1
unabeperion,prss,,un,abep,er,ion,11,unpebaerion,,nu,peba,re,noi,,umabeperion,unabeterion,unabepemion,unabeperaon,,1,3,1,0,,nopebarenoi,nukebarenoi,nupebaranoi,nupebareyoi,,1,0,1,0
unhodefulable,prss,,un,hode,ful,able,13,unedohfulable,,nu,edoh,luf,elba,,uwhodefulable,unhodofulable,unhodefilable,unhodefulasle,,1,3,1,1,,ruedohlufelba,nuebohlufelba,nuedohyufelba,nuedohlufelbu,,0,1,0,3
unmitioner,prss,,un,mit,ion,er,10,untimioner,,nu,tim,noi,re,,enmitioner,unmationer,unmitaoner,unmitionem,,0,1,0,1,,rutimnoire,nupimnoire,nutimloire,nutimnoiru,,0,0,0,1
debalableful,prss,,de,bal,able,ful,12,delabableful,,ed,lab,elba,luf,,pebalableful,debamableful,debalebleful,debalablehul,,0,2,0,0,,odlabelbaluf,edlahelbaluf,edlabulbaluf,edlabelbalif,,0,2,0,1
unulpofulable,prss,,un,ulpo,ful,able,13,unoplufulable,,nu,oplu,luf,elba,,uwulpofulable,unulpefulable,unulpofilable,unulpofuleble,,1,3,1,0,,nooplulufelba,nuoprulufelba,nuoplunufelba,nuoplulufenba,,1,2,0,1
premitableful,prss,,pre,mit,able,ful,13,pretimableful,,erp,tim,elba,luf,,gremitableful,preritableful,premitasleful,premitablefel,,0,0,1,1,,arptimelbaluf,erptamelbaluf,erptimembaluf,erptimelbalub,,0,1,1,2
prehodeioner,prss,,pre,hode,ion,er,12,preedohioner,,erp,edoh,noi,re,,pmehodeioner,prehodoioner,prehodeioyer,prehodeionew,,1,3,2,1,,arpedohnoire,erpedahnoire,erpedohneire,erpedohnoiri,,0,2,1,1
unepaioner,prss,,un,epa,ion,er,10,unapeioner,,nu,ape,noi,re,,uyepaioner,unebaioner,unepaianer,unepaioney,,1,1,1,1,,neapenoire,nuopenoire,nuapenaire,nuapenoiwe,,1,0,1,0
inulpofulable,prss,,in,ulpo,ful,able,13,inoplufulable,,ni,oplu,luf,elba,,onulpofulable,inultofulable,inulpofurable,inulpofulible,,0,2,2,0,,nooplulufelba,niiplulufelba,nioplulefelba,nioplulufilba,,1,0,1,0
detitegfulable,prss,,de,titeg,ful,able,14,degetitfulable,,ed,getit,luf,elba,,setitegfulable,detetegfulable,detitegsulable,detitegfuloble,,0,1,0,0,,esgetitlufelba,edtetitlufelba,edgetitlubelba,edgetitlufelda,,1,0,2,2
pretitegioner,prss,,pre,titeg,ion,er,13,pregetitioner,,erp,getit,noi,re,,pratitegioner,pretetegioner,pretitegeoner,pretitegionem,,2,1,0,1,,empgetitnoire,erpgetutnoire,erpgetityoire,erpgetitnoira,,1,3,0,1
presidfulable,prss,,pre,sid,ful,able,13,predisfulable,,erp,dis,luf,elba,,prosidfulable,presedfulable,presidfumable,presidfulatle,,2,1,2,1,,enpdislufelba,erpdoslufelba,erpdisrufelba,erpdislufalba,,1,1,0,0
presidableful,prss,,pre,sid,able,ful,13,predisableful,,erp,dis,elba,luf,,prasidableful,presadableful,presidabloful,presidablesul,,2,1,3,0,,eypdiselbaluf,erpsiselbaluf,erpdisolbaluf,erpdiselbayuf,,1,0,0,0
unbalfulable,prss,,un,bal,ful,able,12,unlabfulable,,nu,lab,luf,elba,,ulbalfulable,untalfulable,unbaltulable,unbalfulabla,,1,0,0,3,,mulablufelba,nurablufelba,nulablefelba,nulablufemba,,0,0,1,1
deabepioner,prss,,de,abep,ion,er,11,depebaioner,,ed,peba,noi,re,,teabepioner,deabipioner,deabepeoner,deabepionel,,0,2,0,1,,etpebanoire,edpabanoire,edpebamoire,edpebanoime,,1,1,0,0
debalioner,prss,,de,bal,ion,er,10,delabioner,,ed,lab,noi,re,,febalioner,decalioner,debaliuner,debalionor,,0,0,1,0,,eclabnoire,edmabnoire,edlabmoire,edlabnoiro,,1,0,0,1
debalableful,prss,,de,bal,able,ful,12,delabableful,,ed,lab,elba,luf,,dabalableful,debulableful,debalobleful,debalablefel,,1,1,0,1,,adlabelbaluf,edmabelbaluf,edlabembaluf,edlabelbalud,,0,0,1,2
intitegfulable,prss,,in,titeg,ful,able,14,ingetitfulable,,ni,getit,luf,elba,,iltitegfulable,intitigfulable,intitegfuwable,intitegfulabne,,1,3,2,2,,migetitlufelba,nigetiblufelba,nigetitluhelba,nigetitlufilba,,0,4,2,0
prererhfulable,prss,,pre,rerh,ful,able,14,prehrerfulable,,erp,hrer,luf,elba,,prarerhfulable,preremhfulable,prererhfurable,prererhfuleble,,2,2,2,0,,irphrerlufelba,erphyerlufelba,erphrerrufelba,erphrerlufewba,,0,1,0,1
unulpoableful,prss,,un,ulpo,able,ful,13,unopluableful,,nu,oplu,elba,luf,,enulpoableful,unurpoableful,unulpoablaful,unulpoablefel,,0,1,3,1,,wuopluelbaluf,nuoploelbaluf,nuopluelsaluf,nuopluelbamuf,,0,3,2,0
untitegioner,prss,,un,titeg,ion,er,12,ungetitioner,,nu,getit,noi,re,,intitegioner,untitekioner,untitegooner,untitegionel,,0,4,0,1,,mugetitnoire,nugetetnoire,nugetitnoere,nugetitnoiri,,0,3,2,1
pretitegableful,prss,,pre,titeg,able,ful,15,pregetitableful,,erp,getit,elba,luf,,pmetitegableful,pretetegableful,pretitegubleful,pretitegabletul,,1,1,0,0,,erdgetitelbaluf,erpgutitelbaluf,erpgetitelhaluf,erpgetitelbalof,,2,1,2,1
debalioner,prss,,de,bal,ion,er,10,delabioner,,ed,lab,noi,re,,cebalioner,defalioner,debalaoner,debalionel,,0,0,0,1,,idlabnoire,edlebnoire,edlabniire,edlabnoiri,,0,1,1,1
dehodefulable,prss,,de,hode,ful,able,13,deedohfulable,,ed,edoh,luf,elba,,dahodefulable,dehedefulable,dehodefolable,dehodefulablo,,1,1,1,3,,adedohlufelba,edehohlufelba,ededohlofelba,ededohlufewba,,0,1,1,1
inulpoerion,prss,,in,ulpo,er,ion,11,inopluerion,,ni,oplu,re,noi,,onulpoerion,inuldoerion,inulpoarion,inulpoerien,,0,2,0,1,,naoplurenoi,niopmurenoi,nioplunenoi,niopluremoi,,1,2,0,0
inrerhfulable,prss,,in,rerh,ful,able,13,inhrerfulable,,ni,hrer,luf,elba,,irrerhfulable,inreyhfulable,inrerhbulable,inrerhfuleble,,1,2,0,0,,mihrerlufelba,nihrarlufelba,nihrerluxelba,nihrerlufelfa,,0,2,2,2
premitableful,prss,,pre,mit,able,ful,13,pretimableful,,erp,tim,elba,luf,,pmemitableful,premotableful,premitadleful,premitablepul,,1,1,1,0,,erhtimelbaluf,erptilelbaluf,erptimelvaluf,erptimelbalus,,2,2,2,2
deulpoerion,prss,,de,ulpo,er,ion,11,deopluerion,,ed,oplu,re,noi,,teulpoerion,deulpierion,deulpoirion,deulpoerien,,0,3,0,1,,etoplurenoi,edoprurenoi,edopluranoi,edoplurenei,,1,2,1,1
pretitegableful,prss,,pre,titeg,able,ful,15,pregetitableful,,erp,getit,elba,luf,,pmetitegableful,pretihegableful,pretitegahleful,pretitegablefum,,1,2,1,2,,ersgetitelbaluf,erpgetotelbaluf,erpgetitelhaluf,erpgetitelbamuf,,2,3,2,0
demitioner,prss,,de,mit,ion,er,10,detimioner,,ed,tim,noi,re,,cemitioner,demihioner,demitiomer,demitionew,,0,2,2,1,,estimnoire,edgimnoire,edtimneire,edtimnoile,,1,0,1,0
detitegableful,prss,,de,titeg,able,ful,14,degetitableful,,ed,getit,elba,luf,,dutitegableful,detitecableful,detitegatleful,detitegablefur,,1,4,1,2,,ehgetitelbaluf,edgetotelbaluf,edgetitalbaluf,edgetitelbaruf,,1,3,0,0
deabepioner,prss,,de,abep,ion,er,11,depebaioner,,ed,peba,noi,re,,heabepioner,deabetioner,deabepiener,deabepionir,,0,3,1,0,,etpebanoire,edpabanoire,edpebaroire,edpebanoime,,1,1,0,0
unmitfulable,prss,,un,mit,ful,able,12,untimfulable,,nu,tim,luf,elba,,ummitfulable,unyitfulable,unmittulable,unmitfuleble,,1,0,0,0,,netimlufelba,nutomlufelba,nutimlifelba,nutimlufelbi,,1,1,1,3
inmitfulable,prss,,in,mit,ful,able,12,intimfulable,,ni,tim,luf,elba,,irmitfulable,inmetfulable,inmitfelable,inmitfulabme,,1,1,1,2,,netimlufelba,nitirlufelba,nitimyufelba,nitimlufilba,,1,2,0,0
dehodeioner,prss,,de,hode,ion,er,11,deedohioner,,ed,edoh,noi,re,,dahodeioner,dehodoioner,dehodeaoner,dehodeioney,,1,3,0,1,,adedohnoire,ededotnoire,ededohmoire,ededohnoine,,0,3,0,0
inbalerion,prss,,in,bal,er,ion,10,inlaberion,,ni,lab,re,noi,,imbalerion,inbawerion,inbalirion,inbaleraon,,1,2,0,0,,rilabrenoi,nirabrenoi,nilabwenoi,nilabrenei,,0,0,0,1
inepaioner,prss,,in,epa,ion,er,10,inapeioner,,ni,ape,noi,re,,anepaioner,inopaioner,inepaiener,inepaionir,,0,0,1,0,,wiapenoire,niepenoire,niapewoire,niapenoine,,0,0,0,0
detitegableful,prss,,de,titeg,able,ful,14,degetitableful,,ed,getit,elba,luf,,petitegableful,detetegableful,detitegabmeful,detitegablegul,,0,1,2,0,,ehgetitelbaluf,edgetetelbaluf,edgetitelbeluf,edgetitelbaruf,,1,3,3,0
untitegfulable,prss,,un,titeg,ful,able,14,ungetitfulable,,nu,getit,luf,elba,,urtitegfulable,untategfulable,untitegtulable,untitegfulabla,,1,1,0,3,,wugetitlufelba,nugetatlufelba,nugetitwufelba,nugetitlufelca,,0,3,0,2
unmitableful,prss,,un,mit,able,ful,12,untimableful,,nu,tim,elba,luf,,onmitableful,unmatableful,unmitabreful,unmitablefol,,0,1,2,1,,natimelbaluf,nutinelbaluf,nutimejbaluf,nutimelbaluh,,1,2,1,2
detitegioner,prss,,de,titeg,ion,er,12,degetitioner,,ed,getit,noi,re,,datitegioner,detotegioner,detiteguoner,detitegionor,,1,1,0,0,,adgetitnoire,edgatitnoire,edgetitmoire,edgetitnoiro,,0,1,0,1
ineysfulable,prss,,in,eys,ful,able,12,insyefulable,,ni,sye,luf,elba,,eneysfulable,ineytfulable,ineysdulable,ineysfulabli,,0,2,0,3,,nosyelufelba,nisyolufelba,nisyelofelba,nisyelufolba,,1,2,1,0
inbalerion,prss,,in,bal,er,ion,10,inlaberion,,ni,lab,re,noi,,unbalerion,inbanerion,inbalarion,inbalerian,,0,2,0,1,,nalabrenoi,nilobrenoi,nilabwenoi,nilabrenii,,1,1,0,1
dehodefulable,prss,,de,hode,ful,able,13,deedohfulable,,ed,edoh,luf,elba,,dohodefulable,dehotefulable,dehodetulable,dehodefulasle,,1,2,0,1,,odedohlufelba,ededotlufelba,ededohlupelba,ededohlufelbe,,0,3,2,3
dehodeioner,prss,,de,hode,ion,er,11,deedohioner,,ed,edoh,noi,re,,dahodeioner,desodeioner,dehodeioyer,dehodeionem,,1,0,2,1,,udedohnoire,ededehnoire,ededohmoire,ededohnoiro,,0,2,0,1
untitegfulable,prss,,un,titeg,ful,able,14,ungetitfulable,,nu,getit,luf,elba,,umtitegfulable,untipegfulable,untitegfuwable,untitegfulabye,,1,2,2,2,,wugetitlufelba,nutetitlufelba,nugetitlofelba,nugetitlufeyba,,0,0,1,1
inulpoioner,prss,,in,ulpo,ion,er,11,inopluioner,,ni,oplu,noi,re,,imulpoioner,inuldoioner,inulpoiener,inulpoionem,,1,2,1,1,,naoplunoire,nioplenoire,niopluyoire,nioplunoime,,1,3,0,0
presidioner,prss,,pre,sid,ion,er,11,predisioner,,erp,dis,noi,re,,pmesidioner,presikioner,presidiorer,presidionir,,1,2,2,0,,orpdisnoire,erptisnoire,erpdisnaire,erpdisnoira,,0,0,1,1
detitegioner,prss,,de,titeg,ion,er,12,degetitioner,,ed,getit,noi,re,,dotitegioner,detitehioner,detitegeoner,detitegionew,,1,4,0,1,,adgetitnoire,edketitnoire,edgetitloire,edgetitnoira,,0,0,0,1
inhodeableful,prss,,in,hode,able,ful,13,inedohableful,,ni,edoh,elba,luf,,iwhodeableful,inkodeableful,inhodeahleful,inhodeablefun,,1,0,1,2,,naedohelbaluf,niedovelbaluf,niedohulbaluf,niedohelbawuf,,1,3,0,0
unepafulable,prss,,un,epa,ful,able,12,unapefulable,,nu,ape,luf,elba,,ulepafulable,unupafulable,unepafelable,unepafulablo,,1,0,1,3,,ruapelufelba,nuakelufelba,nuapelofelba,nuapelufelbo,,0,1,1,3
debalerion,prss,,de,bal,er,ion,10,delaberion,,ed,lab,re,noi,,tebalerion,debarerion,debalurion,debaleriom,,0,2,0,2,,etlabrenoi,edlasrenoi,edlabyenoi,edlabremoi,,1,2,0,0
preulpoioner,prss,,pre,ulpo,ion,er,12,preopluioner,,erp,oplu,noi,re,,praulpoioner,preulhoioner,preulpoianer,preulpoioney,,2,2,1,1,,arpoplunoire,erpaplunoire,erpoplunoere,erpoplunoiru,,0,0,2,1
debalfulable,prss,,de,bal,ful,able,12,delabfulable,,ed,lab,luf,elba,,hebalfulable,debawfulable,debalfuyable,debalfulabme,,0,2,2,2,,eflablufelba,edladlufelba,edlabmufelba,edlablufelbi,,1,2,0,3
prererhableful,prss,,pre,rerh,able,ful,14,prehrerableful,,erp,hrer,elba,luf,,prorerhableful,prereyhableful,prererhabreful,prererhablefur,,2,2,2,2,,emphrerelbaluf,erphrirelbaluf,erphrerelxaluf,erphrerelbaruf,,1,2,2,0
prehodefulable,prss,,pre,hode,ful,able,14,preedohfulable,,erp,edoh,luf,elba,,prahodefulable,prefodefulable,prehodefurable,prehodefuluble,,2,0,2,0,,arpedohlufelba,erpedihlufelba,erpedohlefelba,erpedohlufelbe,,0,2,1,3
detitegfulable,prss,,de,titeg,ful,able,14,degetitfulable,,ed,getit,luf,elba,,cetitegfulable,detitecfulable,detitegfilable,detitegfuleble,,0,4,1,0,,odgetitlufelba,edgekitlufelba,edgetitlofelba,edgetitlufelsa,,0,2,1,2
